username,gender,state,user_agent_string,variation
holmesjustin,F,IN,"Opera/8.22.(Windows 95; dv-MV) Presto/2.9.169 Version/10.00",variation
clarkrebecca,M,CA,"Opera/9.96.(Windows NT 5.0; is-IS) Presto/2.9.168 Version/12.00",control
whitewendy,F,WV,"Opera/8.14.(Windows NT 5.1; apn-IN) Presto/2.9.184 Version/10.00",control
kevin31,F,OR,"Mozilla/5.0 (Windows NT 5.0; sk-SK; rv:1.9.2.20) Gecko/2017-06-03 20:50:26 Firefox/12.0",control
sandra27,F,CO,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1)",variation
lreed,F,NM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ku-TR) AppleWebKit/534.44.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.44.3",control
kevin03,M,OK,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_0 rv:3.0; hne-IN) AppleWebKit/531.11.4 (KHTML, like Gecko) Version/5.0.1 Safari/531.11.4",variation
nreeves,M,CO,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5360 (KHTML, like Gecko) Chrome/34.0.853.0 Safari/5360",variation
bstephens,M,FL,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5312 (KHTML, like Gecko) Chrome/33.0.842.0 Safari/5312",variation
stephanie97,F,OK,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fa-IR) AppleWebKit/532.10.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.10.5",variation
xgreen,F,SC,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; en-DK) AppleWebKit/535.46.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.46.5",variation
smithyolanda,M,TX,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0)",variation
matthew42,M,KY,"Opera/8.99.(X11; Linux x86_64; quz-PE) Presto/2.9.184 Version/11.00",control
dawnhamilton,F,KY,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.31.4 (KHTML, like Gecko) Version/5.1 Safari/531.31.4",variation
richardsonjustin,F,TN,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; gez-ER) AppleWebKit/531.15.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.15.6",control
anthonychandler,F,NY,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1)",control
ronaldpowell,F,TX,"Opera/9.42.(Windows NT 6.1; tt-RU) Presto/2.9.183 Version/11.00",variation
patriciahernandez,F,WA,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5321 (KHTML, like Gecko) Chrome/19.0.846.0 Safari/5321",variation
delgadojean,M,WI,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0)",control
hcooper,M,HI,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1)",control
brittneyrandolph,F,OR,"Opera/8.25.(X11; Linux x86_64; ak-GH) Presto/2.9.182 Version/12.00",variation
ericabrown,M,NY,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/5332 (KHTML, like Gecko) Chrome/31.0.813.0 Safari/5332",control
moorebarbara,F,VT,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ne-NP) AppleWebKit/531.5.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.5.3",control
brooke73,F,TN,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.47.2 (KHTML, like Gecko) Version/4.0.1 Safari/532.47.2",control
camachojames,M,MI,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.8.5 (KHTML, like Gecko) Version/5.1 Safari/535.8.5",variation
oliviaestrada,F,DE,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1)",control
nicolemckenzie,M,TN,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5310 (KHTML, like Gecko) Chrome/49.0.879.0 Safari/5310",control
josephkelley,F,SC,"Opera/9.50.(Windows NT 5.1; ja-JP) Presto/2.9.179 Version/10.00",control
katie24,M,NV,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5360 (KHTML, like Gecko) Chrome/33.0.818.0 Safari/5360",variation
dpowell,F,NE,"Mozilla/5.0 (Windows CE; fur-IT; rv:1.9.0.20) Gecko/2016-11-06 22:52:27 Firefox/3.6.18",variation
hamiltonbenjamin,F,GA,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_6; rv:1.9.5.20) Gecko/2014-04-01 04:28:10 Firefox/3.6.16",variation
heidihall,F,AL,"Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.0)",variation
jason11,M,KS,"Opera/8.73.(X11; Linux x86_64; ig-NG) Presto/2.9.168 Version/10.00",variation
ashley76,F,MT,"Mozilla/5.0 (Windows NT 6.0; ta-IN; rv:1.9.0.20) Gecko/2014-02-12 13:13:04 Firefox/3.8",variation
smithshawn,F,ND,"Opera/8.30.(X11; Linux x86_64; ia-FR) Presto/2.9.179 Version/11.00",variation
jennifer62,M,OH,"Opera/9.96.(X11; Linux x86_64; ro-RO) Presto/2.9.169 Version/11.00",variation
williamsbrooke,M,NE,"Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1)",control
michael02,F,MD,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2016-02-15 09:26:42 Firefox/3.6.15",variation
florestroy,M,ID,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8) AppleWebKit/5342 (KHTML, like Gecko) Chrome/16.0.831.0 Safari/5342",variation
alejandra45,F,NH,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1)",control
valenciamichael,F,NY,"Mozilla/5.0 (Windows CE; ia-FR; rv:1.9.2.20) Gecko/2016-10-29 08:07:37 Firefox/10.0",variation
tom09,F,WY,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/39.0.856.0 Safari/5360",control
kristiebrown,F,MO,"Opera/9.22.(Windows 98; en-AU) Presto/2.9.183 Version/10.00",variation
wangfrederick,M,AK,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2014-02-01 05:41:30 Firefox/3.8",variation
bperez,F,AK,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5) AppleWebKit/5342 (KHTML, like Gecko) Chrome/53.0.872.0 Safari/5342",control
scottvicki,M,ID,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lg-UG) AppleWebKit/532.45.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.45.4",variation
stephensbrooke,M,OK,"Opera/9.55.(Windows NT 6.2; ha-NG) Presto/2.9.160 Version/11.00",variation
larry75,M,AK,"Mozilla/5.0 (Windows 95) AppleWebKit/5310 (KHTML, like Gecko) Chrome/48.0.820.0 Safari/5310",control
christopherwarren,F,SC,"Opera/9.28.(X11; Linux i686; pa-PK) Presto/2.9.181 Version/11.00",variation
hamiltonthomas,M,CA,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0)",control
ojacobs,M,DE,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_0) AppleWebKit/5340 (KHTML, like Gecko) Chrome/56.0.805.0 Safari/5340",control
pedwards,F,VT,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5360 (KHTML, like Gecko) Chrome/38.0.890.0 Safari/5360",control
johnsonlynn,F,VA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7; rv:1.9.4.20) Gecko/2015-06-05 03:35:54 Firefox/3.6.6",variation
gene21,F,OR,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0)",variation
smithlaura,F,NY,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2018-04-23 02:09:02 Firefox/3.8",variation
margaret44,F,MN,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_8) AppleWebKit/5322 (KHTML, like Gecko) Chrome/48.0.850.0 Safari/5322",control
paul88,F,NC,"Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0)",variation
johnosborne,M,SD,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1 rv:6.0; sd-IN) AppleWebKit/533.31.2 (KHTML, like Gecko) Version/5.1 Safari/533.31.2",variation
shepardmargaret,F,WI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5332 (KHTML, like Gecko) Chrome/14.0.861.0 Safari/5332",variation
floresrobert,F,OH,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0)",variation
mary92,M,MA,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5320 (KHTML, like Gecko) Chrome/37.0.847.0 Safari/5320",variation
tannerpeterson,F,SC,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5311 (KHTML, like Gecko) Chrome/59.0.888.0 Safari/5311",control
gonzalescindy,M,CO,"Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0)",variation
gabrielmorse,M,NV,"Mozilla/5.0 (Windows NT 4.0; nb-NO; rv:1.9.1.20) Gecko/2011-02-20 22:29:44 Firefox/7.0",variation
ehenderson,F,NC,"Opera/9.21.(X11; Linux x86_64; az-IN) Presto/2.9.185 Version/11.00",variation
rhamilton,F,NM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0) AppleWebKit/5310 (KHTML, like Gecko) Chrome/43.0.836.0 Safari/5310",control
courtney43,F,NC,"Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.0)",control
susan66,F,NV,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; tg-TJ) AppleWebKit/532.37.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.37.6",control
bhopkins,F,NV,"Opera/9.82.(Windows 98; Win 9x 4.90; wo-SN) Presto/2.9.179 Version/11.00",control
reedmegan,F,WI,"Opera/9.90.(X11; Linux x86_64; the-NP) Presto/2.9.172 Version/10.00",control
joseph34,M,MO,"Mozilla/5.0 (Windows 95; de-LU; rv:1.9.0.20) Gecko/2018-08-19 14:40:50 Firefox/3.8",control
josephallen,F,MT,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_2 rv:4.0; tig-ER) AppleWebKit/533.34.1 (KHTML, like Gecko) Version/4.0.1 Safari/533.34.1",control
terriscott,M,WY,"Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2018-11-07 14:40:26 Firefox/12.0",variation
johnshaw,F,PA,"Opera/8.15.(X11; Linux x86_64; uz-UZ) Presto/2.9.172 Version/12.00",variation
tmanning,F,DC,"Opera/9.43.(X11; Linux x86_64; mk-MK) Presto/2.9.183 Version/12.00",variation
howellheather,F,KY,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5362 (KHTML, like Gecko) Chrome/44.0.867.0 Safari/5362",control
louishall,F,DC,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5350 (KHTML, like Gecko) Chrome/18.0.880.0 Safari/5350",variation
ktrevino,F,KS,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ik-CA) AppleWebKit/534.14.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.14.2",variation
janeholder,F,SD,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.1)",variation
vaughnmichele,M,TX,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5330 (KHTML, like Gecko) Chrome/56.0.822.0 Safari/5330",variation
martinanita,M,MO,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4) AppleWebKit/5332 (KHTML, like Gecko) Chrome/32.0.888.0 Safari/5332",variation
xmason,F,MT,"Opera/9.56.(Windows 98; fur-IT) Presto/2.9.164 Version/11.00",control
ryan16,M,AR,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/60.0.839.0 Safari/5350",variation
mary30,F,CO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5330 (KHTML, like Gecko) Chrome/28.0.834.0 Safari/5330",control
bobby83,F,NV,"Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2017-12-02 19:08:09 Firefox/3.6.2",variation
lowekimberly,M,AR,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6; rv:1.9.5.20) Gecko/2011-12-13 16:58:55 Firefox/3.8",control
susan46,M,CO,"Opera/8.29.(X11; Linux x86_64; apn-IN) Presto/2.9.173 Version/12.00",variation
krystal97,F,IN,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.1)",variation
erivers,M,KS,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nhn-MX) AppleWebKit/532.3.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.3.5",variation
yjackson,F,TN,"Mozilla/5.0 (Windows NT 6.1; be-BY; rv:1.9.2.20) Gecko/2014-05-19 09:11:55 Firefox/9.0",control
greed,F,NE,"Opera/9.61.(X11; Linux i686; tn-ZA) Presto/2.9.183 Version/10.00",variation
marie38,M,UT,"Opera/9.27.(Windows 95; bho-IN) Presto/2.9.163 Version/10.00",control
amandasimpson,M,NY,"Opera/9.26.(X11; Linux x86_64; ig-NG) Presto/2.9.182 Version/12.00",variation
qmoore,F,NJ,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/43.0.874.0 Safari/5360",control
ygrant,F,WI,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_5 rv:3.0; hak-TW) AppleWebKit/535.30.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.30.2",variation
alexanderjennifer,F,NV,"Mozilla/5.0 (Windows NT 5.2; kw-GB; rv:1.9.0.20) Gecko/2018-04-17 03:23:42 Firefox/15.0",variation
kellybell,M,WA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ru-RU) AppleWebKit/531.34.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6531.34.5",control
brockheather,M,NE,"Mozilla/5.0 (Windows CE; fi-FI; rv:1.9.2.20) Gecko/2017-04-09 22:05:10 Firefox/3.6.11",variation
christinerodriguez,M,HI,"Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0)",variation
todd71,M,OH,"Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.1)",control
rebekah06,F,CT,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1)",control
torresrobert,M,TX,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.6.1 (KHTML, like Gecko) Version/4.0.5 Safari/532.6.1",variation
jordanmccoy,F,ID,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5320 (KHTML, like Gecko) Chrome/33.0.897.0 Safari/5320",variation
joannalittle,F,WI,"Opera/9.67.(Windows NT 5.1; kk-KZ) Presto/2.9.168 Version/12.00",variation
danasmith,F,IA,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1)",variation
dodsonmark,F,NC,"Opera/9.53.(X11; Linux i686; nso-ZA) Presto/2.9.183 Version/11.00",control
smithbryan,F,WI,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1)",control
fmedina,F,AK,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5340 (KHTML, like Gecko) Chrome/18.0.838.0 Safari/5340",variation
paula17,M,TX,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0)",control
glenn39,F,NJ,"Opera/8.67.(X11; Linux i686; br-FR) Presto/2.9.169 Version/12.00",control
joshuafoster,F,AZ,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_9 rv:6.0; szl-PL) AppleWebKit/534.21.1 (KHTML, like Gecko) Version/4.1 Safari/534.21.1",variation
tgardner,M,NY,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/5341 (KHTML, like Gecko) Chrome/34.0.897.0 Safari/5341",variation
usmith,F,DE,"Opera/9.87.(X11; Linux i686; ber-MA) Presto/2.9.190 Version/10.00",control
ronaldwalter,M,AZ,"Opera/8.62.(Windows NT 5.01; oc-FR) Presto/2.9.172 Version/12.00",variation
williamsangela,F,TN,"Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2017-02-06 02:57:29 Firefox/12.0",control
henrydebra,M,MN,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:6.0; kk-KZ) AppleWebKit/535.33.4 (KHTML, like Gecko) Version/4.0.3 Safari/535.33.4",variation
johnsonrobert,F,AR,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7; rv:1.9.6.20) Gecko/2012-06-11 01:16:52 Firefox/3.8",variation
wsullivan,F,MS,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3 rv:2.0; zu-ZA) AppleWebKit/534.10.5 (KHTML, like Gecko) Version/4.0 Safari/534.10.5",variation
vasquezmiguel,M,CA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5310 (KHTML, like Gecko) Chrome/38.0.849.0 Safari/5310",variation
gonzaleserica,F,NY,"Opera/9.43.(Windows 98; Win 9x 4.90; ig-NG) Presto/2.9.186 Version/12.00",variation
lawsonjerry,M,MA,"Opera/8.75.(Windows NT 4.0; cmn-TW) Presto/2.9.181 Version/12.00",control
rhodges,F,OH,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0)",variation
fisherandrea,F,NJ,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1)",control
beth40,F,AK,"Mozilla/5.0 (Windows NT 6.2; mag-IN; rv:1.9.1.20) Gecko/2013-12-17 19:52:02 Firefox/5.0",control
samantha82,F,NJ,"Opera/9.49.(X11; Linux i686; uz-UZ) Presto/2.9.163 Version/11.00",control
vaughnkerry,F,VA,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5352 (KHTML, like Gecko) Chrome/59.0.899.0 Safari/5352",variation
jillpena,F,NC,"Mozilla/5.0 (Windows NT 6.2; uk-UA; rv:1.9.2.20) Gecko/2012-08-29 17:37:38 Firefox/3.8",control
aliciamorgan,M,WY,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_3) AppleWebKit/5342 (KHTML, like Gecko) Chrome/26.0.849.0 Safari/5342",variation
lewischeyenne,M,NJ,"Opera/9.94.(Windows 95; ayc-PE) Presto/2.9.174 Version/11.00",variation
deanmark,M,OK,"Opera/8.17.(Windows NT 6.1; id-ID) Presto/2.9.179 Version/11.00",control
millerjessica,F,UT,"Opera/9.22.(Windows NT 6.0; am-ET) Presto/2.9.172 Version/10.00",variation
sharon77,F,NE,"Opera/8.74.(Windows NT 4.0; ak-GH) Presto/2.9.161 Version/12.00",control
sandrahernandez,F,OR,"Mozilla/5.0 (Windows CE; mag-IN; rv:1.9.0.20) Gecko/2012-02-01 03:30:16 Firefox/12.0",variation
robinsonrobert,F,WV,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bhb-IN) AppleWebKit/535.7.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.7.5",control
arroyocrystal,F,FL,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0)",control
johntownsend,M,GA,"Opera/8.66.(X11; Linux i686; ks-IN) Presto/2.9.174 Version/12.00",variation
xross,F,WY,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; bho-IN) AppleWebKit/531.3.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.3.6",variation
cynthia67,F,WV,"Opera/9.93.(Windows 98; Win 9x 4.90; mt-MT) Presto/2.9.186 Version/11.00",variation
zfranklin,F,RI,"Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-12-23 09:40:03 Firefox/3.8",control
grivera,M,NY,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0)",variation
jenniferwilson,F,TX,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1)",control
qvasquez,F,UT,"Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2016-08-11 15:14:19 Firefox/3.8",variation
andersonangel,M,GA,"Opera/8.75.(X11; Linux x86_64; sat-IN) Presto/2.9.172 Version/10.00",variation
williamswalter,M,VA,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.0)",variation
pearsontristan,M,CO,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.1)",control
millerlisa,M,CO,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9) AppleWebKit/5320 (KHTML, like Gecko) Chrome/25.0.828.0 Safari/5320",control
aprilgonzalez,F,SC,"Mozilla/5.0 (Windows NT 5.01; mt-MT; rv:1.9.1.20) Gecko/2010-10-24 12:01:28 Firefox/3.8",variation
bakerstacey,F,AR,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.35.2 (KHTML, like Gecko) Version/4.0.3 Safari/535.35.2",variation
williamslindsey,F,MT,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5330 (KHTML, like Gecko) Chrome/20.0.872.0 Safari/5330",control
foliver,F,NV,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5310 (KHTML, like Gecko) Chrome/27.0.811.0 Safari/5310",variation
butlerdesiree,F,AK,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0)",control
elizabeth03,F,OH,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6) AppleWebKit/5311 (KHTML, like Gecko) Chrome/20.0.823.0 Safari/5311",control
fbeck,M,KS,"Opera/9.84.(Windows NT 5.2; wae-CH) Presto/2.9.190 Version/12.00",control
allison91,M,IL,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; et-EE) AppleWebKit/534.42.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.42.2",variation
myersandrew,F,TN,"Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1)",control
jfranklin,M,FL,"Opera/8.49.(Windows NT 5.0; cv-RU) Presto/2.9.173 Version/10.00",variation
kennethrivera,M,KS,"Opera/8.45.(X11; Linux i686; uz-UZ) Presto/2.9.176 Version/10.00",variation
higginscharles,M,NY,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3; rv:1.9.5.20) Gecko/2017-04-05 14:56:31 Firefox/3.8",control
williamstimothy,M,RI,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5340 (KHTML, like Gecko) Chrome/37.0.861.0 Safari/5340",control
fthomas,F,MN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9) AppleWebKit/5360 (KHTML, like Gecko) Chrome/39.0.866.0 Safari/5360",variation
jenglish,M,IL,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0)",variation
chavezjennifer,F,FL,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8 rv:5.0; ast-ES) AppleWebKit/532.35.2 (KHTML, like Gecko) Version/5.0 Safari/532.35.2",control
bishopanita,M,WY,"Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2014-09-01 03:28:43 Firefox/3.8",control
kaitlyn78,M,MO,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0)",control
patelkristen,M,NE,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6; rv:1.9.3.20) Gecko/2017-10-04 12:45:38 Firefox/3.6.11",control
uweaver,F,SD,"Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0)",variation
ashleydurham,M,NJ,"Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-03-20 12:05:52 Firefox/3.6.5",variation
richard65,M,NC,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_7; rv:1.9.6.20) Gecko/2015-05-24 12:01:28 Firefox/15.0",control
christopher76,M,OK,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.1)",control
stevenmorris,M,DC,"Opera/9.79.(Windows NT 6.2; hi-IN) Presto/2.9.186 Version/11.00",control
steven83,M,FL,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2011-12-10 23:53:07 Firefox/3.8",control
william34,M,TN,"Opera/8.97.(X11; Linux x86_64; tcy-IN) Presto/2.9.168 Version/10.00",variation
bakermaria,F,AL,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.1)",control
sarahphillips,F,MT,"Opera/8.62.(Windows NT 5.2; hr-HR) Presto/2.9.183 Version/12.00",control
jameslewis,F,TX,"Opera/8.12.(Windows NT 5.0; mag-IN) Presto/2.9.166 Version/11.00",variation
youngvanessa,F,AZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5; rv:1.9.5.20) Gecko/2011-03-04 17:08:27 Firefox/12.0",control
lori78,M,VA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; bn-BD) AppleWebKit/533.27.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.27.2",variation
smithtiffany,F,PA,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1)",control
pnash,F,NC,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.29.1 (KHTML, like Gecko) Version/4.0 Safari/533.29.1",control
david06,F,AZ,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_2 rv:3.0; mk-MK) AppleWebKit/532.26.4 (KHTML, like Gecko) Version/5.0 Safari/532.26.4",variation
michaelfox,F,NJ,"Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.0)",variation
denise96,M,OR,"Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.1)",variation
yolandascott,F,NV,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5341 (KHTML, like Gecko) Chrome/53.0.836.0 Safari/5341",variation
dakotastanley,F,WY,"Opera/9.67.(Windows NT 5.0; gd-GB) Presto/2.9.176 Version/11.00",control
smithbrittany,M,TN,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0) AppleWebKit/5330 (KHTML, like Gecko) Chrome/56.0.836.0 Safari/5330",control
jonathan78,F,MI,"Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2016-09-27 02:48:57 Firefox/3.8",variation
williamslisa,F,IA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5360 (KHTML, like Gecko) Chrome/35.0.859.0 Safari/5360",variation
thomas97,F,FL,"Opera/8.78.(X11; Linux i686; yo-NG) Presto/2.9.172 Version/10.00",variation
chloemendez,M,OK,"Opera/8.31.(X11; Linux x86_64; uk-UA) Presto/2.9.164 Version/12.00",variation
patriciaparks,F,CA,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2016-07-28 22:16:37 Firefox/3.6.3",variation
